skip (GET)|LPI filename|ALSJ filename|media.apolloinrealtime.org filename|Description|Source
147:56:28|AS16-108-17734|||EVA-2, station 9, pan|NASA
147:56:31|AS16-108-17735|||EVA-2, station 9, pan|NASA
147:56:33|AS16-108-17736|||EVA-2, station 9, pan|NASA
147:56:36|AS16-108-17737|||EVA-2, station 9, pan|NASA
147:56:39|AS16-108-17738|||EVA-2, station 9, pan|NASA
147:56:42|AS16-108-17739|||EVA-2, station 9, pan|NASA
148:05:17|AS16-108-17740|||EVA-2, station 9, top surface sample, samples 376 soil, 377 soil|NASA
148:05:40|AS16-108-17741|||EVA-2, station 9, top surface sample, samples 376 soil, 377 soil|NASA
148:11:56|AS16-108-17742|||EVA-2, station 9, CSVC core 34|NASA
148:11:59|AS16-108-17743|||EVA-2, station 9, CSVC core 34|NASA
148:24:35|AS16-108-17744|||EVA-2, station 9, LRV control yoke|NASA
148:24:37|AS16-108-17745|||EVA-2, station 9, Partial frame, LRV control yoke|NASA
124:25:38|AS16-112-18193|||EVA-1, station 2, Stone Mountain|NASA
124:25:44|AS16-112-18194|||EVA-1, station 2, Stone Mountain|NASA
124:25:49|AS16-112-18195|||EVA-1, station 2, Stone Mountain|NASA
124:25:54|AS16-112-18196|||EVA-1, station 2, Stone Mountain|NASA
124:25:58|AS16-112-18197|||EVA-1, station 2, Stone Mountain|NASA
124:26:03|AS16-112-18198|||EVA-1, station 2, Stone Mountain|NASA
124:26:10|AS16-112-18199|||EVA-1, station 2, Stone Mountain|NASA
124:26:15|AS16-112-18200|||EVA-1, station 2, Stone Mountain|NASA
124:26:21|AS16-112-18201|||EVA-1, station 2, Stone Mountain|NASA
124:26:25|AS16-112-18202|||EVA-1, station 2, Stone Mountain|NASA
124:26:30|AS16-112-18203|||EVA-1, station 2, Stone Mountain|NASA
124:26:35|AS16-112-18204|||EVA-1, station 2, Stone Mountain|NASA
124:26:41|AS16-112-18205|||EVA-1, station 2, Stone Mountain|NASA
124:26:47|AS16-112-18206|||EVA-1, station 2, Stone Mountain|NASA
124:26:53|AS16-112-18207|||EVA-1, station 2, Stone Mountain|NASA
124:27:00|AS16-112-18208|||EVA-1, station 2, Stone Mountain|NASA
124:27:06|AS16-112-18209|||EVA-1, station 2, Stone Mountain|NASA
124:27:13|AS16-112-18210|||EVA-1, station 2, Stone Mountain|NASA
124:27:18|AS16-112-18211|||EVA-1, station 2, Stone Mountain|NASA
124:27:20|AS16-112-18212|||Blank|NASA
124:27:24|AS16-112-18213|||EVA-1, station 2, Stone Mountain|NASA
124:27:28|AS16-112-18214|||EVA-1, station 2, Stone Mountain|NASA
124:27:32|AS16-112-18215|||EVA-1, station 2, Stone Mountain|NASA
124:27:35|AS16-112-18216|||EVA-1, station 2, Stone Mountain|NASA
124:27:39|AS16-112-18217|||EVA-1, station 2, Stone Mountain|NASA
124:27:43|AS16-112-18218|||EVA-1, station 2, Stone Mountain|NASA
124:27:47|AS16-112-18219|||EVA-1, station 2, Stone Mountain|NASA
124:27:52|AS16-112-18220|||EVA-1, station 2, Stone Mountain|NASA
124:27:56|AS16-112-18221|||EVA-1, station 2, Stone Mountain|NASA
124:27:59|AS16-112-18222|||EVA-1, station 2, Stone Mountain|NASA
124:28:04|AS16-112-18223|||EVA-1, station 2, Stone Mountain|NASA
124:28:08|AS16-112-18224|||EVA-1, station 2, Stone Mountain|NASA
124:28:11|AS16-112-18225|||EVA-1, station 2, Stone Mountain|NASA
124:28:15|AS16-112-18226|||EVA-1, station 2, Stone Mountain|NASA
124:28:19|AS16-112-18227|||EVA-1, station 2, Stone Mountain|NASA
124:28:22|AS16-112-18228|||EVA-1, station 2, Stone Mountain|NASA
124:28:26|AS16-112-18229|||EVA-1, station 2, Stone Mountain|NASA
124:28:30|AS16-112-18230|||EVA-1, station 2, Stone Mountain|NASA
124:28:34|AS16-112-18231|||EVA-1, station 2, Stone Mountain|NASA
124:28:38|AS16-112-18232|||EVA-1, station 2, Stone Mountain|NASA
124:28:42|AS16-112-18233|||EVA-1, station 2, South Ray|NASA
124:28:48|AS16-112-18234|||EVA-1, station 2, South Ray|NASA
124:28:54|AS16-112-18235|||EVA-1, station 2, South Ray|NASA
124:29:01|AS16-112-18236|||EVA-1, station 2, South Ray|NASA
124:29:07|AS16-112-18237|||EVA-1, station 2, South Ray|NASA
124:29:14|AS16-112-18238|||EVA-1, station 2, South Ray|NASA
124:29:20|AS16-112-18239|||EVA-1, station 2, South Ray|NASA
NA|AS16-112-18240|||Blank|NASA
NA|AS16-112-18241|||Blank|NASA
NA|AS16-112-18242|||Blank|NASA
144:13:48|AS16-112-18243|||EVA-2, station 4, South Ray|NASA
144:13:53|AS16-112-18244|||EVA-2, station 4, South Ray|NASA
144:13:58|AS16-112-18245|||EVA-2, station 4, South Ray|NASA
144:14:02|AS16-112-18246|||EVA-2, station 4, South Ray|NASA
144:14:07|AS16-112-18247|||EVA-2, station 4, South Ray|NASA
144:14:12|AS16-112-18248|||EVA-2, station 4, South Ray|NASA
144:14:18|AS16-112-18249|||EVA-2, station 4, South Ray|NASA
144:14:23|AS16-112-18250|||EVA-2, station 4, South Ray|NASA
144:14:29|AS16-112-18251|||EVA-2, station 4, South Ray|NASA
144:14:34|AS16-112-18252|||EVA-2, station 4, South Ray|NASA
144:14:40|AS16-112-18253|||EVA-2, station 4, South Ray|NASA
144:14:45|AS16-112-18254|||EVA-2, station 4, South Ray|NASA
144:14:51|AS16-112-18255|||EVA-2, station 4, South Ray|NASA
144:14:58|AS16-112-18256|||EVA-2, station 4, South Ray|NASA
144:15:06|AS16-112-18257|||EVA-2, station 4, South Ray|NASA
144:15:11|AS16-112-18258|||EVA-2, station 4, South Ray|NASA
144:15:17|AS16-112-18259|||EVA-2, station 4, South Ray|NASA
144:15:20|AS16-112-18260|||EVA-2, station 4, probably Stuuby|NASA
144:15:23|AS16-112-18261|||EVA-2, station 4, probably Stuuby|NASA
144:15:26|AS16-112-18262|||EVA-2, station 4, probably Stuuby|NASA
144:15:30|AS16-112-18263|||EVA-2, station 4, probably Stuuby|NASA
144:15:33|AS16-112-18264|||EVA-2, station 4, probably Stuuby|NASA
144:15:36|AS16-112-18265|||EVA-2, station 4, probably Stuuby|NASA
144:15:39|AS16-112-18266|||EVA-2, station 4, probably Stuuby|NASA
144:15:43|AS16-112-18267|||EVA-2, station 4, probably Stuuby|NASA
144:15:47|AS16-112-18268|||EVA-2, station 4, probably Stuuby|NASA
144:15:52|AS16-112-18269|||EVA-2, station 4, North Ray, LM|NASA
144:15:54|AS16-112-18270|||EVA-2, station 4, North Ray, LM|NASA
144:15:57|AS16-112-18271|||EVA-2, station 4, North Ray, LM|NASA
144:15:59|AS16-112-18272|||EVA-2, station 4, North Ray, LM|NASA
144:16:01|AS16-112-18273|||EVA-2, station 4, North Ray, LM|NASA
144:16:04|AS16-112-18274|||EVA-2, station 4, North Ray, LM|NASA
144:16:06|AS16-112-18275|||EVA-2, station 4, North Ray, LM|NASA
144:16:08|AS16-112-18276|||EVA-2, station 4, North Ray, LM|NASA
144:16:10|AS16-112-18277|||Blank|NASA
144:16:11|AS16-112-18278|||Blank|NASA
148:25:40|AS16-115-18471|||EVA-2, Station 9, LRV control yoke|NASA
148:25:43|AS16-115-18472|||EVA-2, Station 9, LRV control yoke|NASA
148:29:52|AS16-115-18473|||EVA-2, LRV traverse station 9 to station 10|NASA
148:30:21|AS16-115-18474|||EVA-2, LRV traverse station 9 to station 10|NASA
148:30:42|AS16-115-18475|||EVA-2, LRV traverse station 9 to station 10|NASA
148:31:07|AS16-115-18476|||EVA-2, LRV traverse station 9 to station 10|NASA
148:31:26|AS16-115-18477|||EVA-2, LRV traverse station 9 to station 10|NASA
148:31:39|AS16-115-18478|||EVA-2, LRV traverse station 9 to station 10|NASA
148:32:17|AS16-115-18479|||EVA-2, LRV traverse station 9 to station 10|NASA
148:32:33|AS16-115-18480|||EVA-2, LRV traverse station 9 to station 10|NASA
148:32:48|AS16-115-18481|||EVA-2, LRV traverse station 9 to station 10|NASA
148:33:07|AS16-115-18482|||EVA-2, LRV traverse station 9 to station 10|NASA
148:33:41|AS16-115-18483|||EVA-2, LRV traverse station 9 to station 10|NASA
148:34:12|AS16-115-18484|||EVA-2, LRV traverse station 9 to station 10|NASA
148:34:57|AS16-115-18485|||EVA-2, LRV traverse station 9 to station 10|NASA
148:35:14|AS16-115-18486|||EVA-2, LRV traverse station 9 to station 10|NASA
148:35:32|AS16-115-18487|||EVA-2, LRV traverse station 9 to station 10|NASA
148:35:40|AS16-115-18488|||EVA-2, LRV traverse station 9 to station 10|NASA
148:36:15|AS16-115-18489|||EVA-2, LRV traverse station 9 to station 10|NASA
148:36:53|AS16-115-18490|||EVA-2, LRV traverse station 9 to station 10|NASA
148:37:25|AS16-115-18491|||EVA-2, LRV traverse station 9 to station 10|NASA
148:37:54|AS16-115-18492|||EVA-2, LRV traverse station 9 to station 10|NASA
148:38:05|AS16-115-18493|||EVA-2, LRV traverse station 9 to station 10|NASA
148:38:24|AS16-115-18494|||EVA-2, LRV traverse station 9 to station 10|NASA
148:39:27|AS16-115-18495|||EVA-2, LRV traverse station 9 to station 10|NASA
148:39:45|AS16-115-18496|||EVA-2, LRV traverse station 9 to station 10|NASA
148:40:05|AS16-115-18497|||EVA-2, LRV traverse station 9 to station 10|NASA
148:40:22|AS16-115-18498|||EVA-2, LRV traverse station 9 to station 10|NASA
148:40:37|AS16-115-18499|||EVA-2, LRV traverse station 9 to station 10|NASA
148:40:48|AS16-115-18500|||EVA-2, LRV traverse station 9 to station 10|NASA
148:41:00|AS16-115-18501|||EVA-2, LRV traverse station 9 to station 10|NASA
148:41:16|AS16-115-18502|||EVA-2, LRV traverse station 9 to station 10|NASA
148:41:23|AS16-115-18503|||EVA-2, LRV traverse station 9 to station 10|NASA
148:41:27|AS16-115-18504|||EVA-2, LRV traverse station 9 to station 10|NASA
148:41:31|AS16-115-18505|||EVA-2, LRV traverse station 9 to station 10|NASA
148:41:36|AS16-115-18506|||EVA-2, LRV traverse station 9 to station 10|NASA
141:41:46|AS16-115-18507|||EVA-2, LRV turnaround partial pan|NASA
148:41:49|AS16-115-18508|||EVA-2, LRV turnaround partial pan|NASA
148:41:51|AS16-115-18509|||EVA-2, LRV turnaround partial pan|NASA
148:41:52|AS16-115-18510|||EVA-2, LRV turnaround partial pan|NASA
148:41:55|AS16-115-18511|||EVA-2, LRV turnaround partial pan|NASA
148:43:20|AS16-115-18512|||EVA-2, LRV traverse station 9 to station 10|NASA
148:43:23|AS16-115-18513|||EVA-2, LRV traverse station 9 to station 10|NASA
148:43:44|AS16-115-18514|||EVA-2, LRV traverse station 9 to station 10|NASA
148:43:56|AS16-115-18515|||EVA-2, LRV traverse station 9 to station 10|NASA
148:44:08|AS16-115-18516|||EVA-2, LRV traverse station 9 to station 10|NASA
148:44:21|AS16-115-18517|||EVA-2, LRV traverse station 9 to station 10|NASA
148:44:24|AS16-115-18518|||EVA-2, LRV traverse station 9 to station 10|NASA
148:44:44|AS16-115-18519|||EVA-2, LRV traverse station 9 to station 10|NASA
148:44:59|AS16-115-18520|||EVA-2, LRV traverse station 9 to station 10|NASA
148:45:13|AS16-115-18521|||EVA-2, LRV traverse station 9 to station 10|NASA
148:45:28|AS16-115-18522|||EVA-2, LRV traverse station 9 to station 10|NASA
148:46:00|AS16-115-18523|||EVA-2, LRV traverse station 9 to station 10|NASA
148:46:04|AS16-115-18524|||EVA-2, LRV traverse station 9 to station 10|NASA
148:46:26|AS16-115-18525|||EVA-2, LRV traverse station 9 to station 10|NASA
148:46:33|AS16-115-18526|||EVA-2, LRV traverse station 9 to station 10|NASA
148:46:44|AS16-115-18527|||EVA-2, LRV traverse station 9 to station 10|NASA
148:47:01|AS16-115-18528|||EVA-2, LRV traverse station 9 to station 10|NASA
148:47:13|AS16-115-18529|||EVA-2, LRV traverse station 9 to station 10|NASA
148:47:22|AS16-115-18530|||EVA-2, LRV traverse station 9 to station 10|NASA
148:47:32|AS16-115-18531|||EVA-2, LRV traverse station 9 to station 10|NASA
148:47:37|AS16-115-18532|||EVA-2, LRV traverse station 9 to station 10|NASA
148:47:49|AS16-115-18533|||EVA-2, LRV traverse station 9 to station 10|NASA
148:48:04|AS16-115-18534|||EVA-2, LRV traverse station 9 to station 10|NASA
148:48:24|AS16-115-18535|||EVA-2, LRV traverse station 9 to station 10|NASA
148:48:30|AS16-115-18536|||EVA-2, LRV traverse station 9 to station 10|NASA
148:48:41|AS16-115-18537|||EVA-2, LRV traverse station 9 to station 10|NASA
148:49:19|AS16-115-18538|||EVA-2, LRV traverse station 9 to station 10|NASA
148:49:37|AS16-115-18539|||EVA-2, LRV traverse station 9 to station 10|NASA
148:49:48|AS16-115-18540|||EVA-2, LRV traverse station 9 to station 10|NASA
148:49:55|AS16-115-18541|||EVA-2, LRV traverse station 9 to station 10|NASA
148:50:06|AS16-115-18542|||EVA-2, LRV traverse station 9 to station 10|NASA
148:50:26|AS16-115-18543|||EVA-2, LRV traverse station 9 to station 10|NASA
148:50:35|AS16-115-18544|||EVA-2, LRV traverse station 9 to station 10|NASA
148:50:47|AS16-115-18545|||EVA-2, LRV traverse station 9 to station 10|NASA
148:50:58|AS16-115-18546|||EVA-2, LRV traverse station 9 to station 10|NASA
148:51:53|AS16-115-18547|||EVA-2, LRV traverse station 9 to station 10|NASA
148:52:14|AS16-115-18548|||EVA-2, LRV traverse station 9 to station 10|NASA
148:52:33|AS16-115-18549|||EVA-2, LRV traverse station 9 to station 10|NASA
148:52:40|AS16-115-18550|||EVA-2, LRV traverse station 9 to station 10|NASA
148:52:49|AS16-115-18551|||EVA-2, LRV traverse station 9 to station 10|NASA
148:52:54|AS16-115-18552|||EVA-2, LRV traverse station 9 to station 10|NASA
148:53:06|AS16-115-18553|||EVA-2, LRV traverse station 9 to station 10|NASA
NA|AS16-115-18554|||Blank|NASA
148:57:07|AS16-115-18555|||EVA-2, station 10 by LRV|NASA
148:57:10|AS16-115-18556|||EVA-2, station 10 by LRV|NASA
149:01:55|AS16-115-18557|||EVA-2, station 10 double core, upper 45, lower 54|NASA
149:01:57|AS16-115-18558|||EVA-2, station 10 double core, upper 45, lower 54|NASA
149:22:09|AS16-115-18559|||EVA-2, LRV at station 10 prior to driving to the Lunar module|NASA
149:22:12|AS16-115-18560|||EVA-2, LRV at station 10 prior to driving to the Lunar module|NASA
149:22:14|AS16-115-18561|||EVA-2, LRV at station 10 prior to driving to the Lunar module|NASA
149:22:17|AS16-115-18562|||EVA-2, LRV at station 10 prior to driving to the Lunar module|NASA
165:55:50|AS16-116-18563|||EVA-3, station LM, Pan west of the LM|NASA
165:55:53|AS16-116-18564|||EVA-3, station LM, Pan west of the LM|NASA
165:55:56|AS16-116-18565|||EVA-3, station LM, Pan west of the LM|NASA
165:55:59|AS16-116-18566|||EVA-3, station LM, Pan west of the LM|NASA
165:56:03|AS16-116-18567|||EVA-3, station LM, Pan west of the LM|NASA
165:56:06|AS16-116-18568|||EVA-3, station LM, Pan west of the LM|NASA
165:56:10|AS16-116-18569|||EVA-3, station LM, Pan west of the LM|NASA
165:56:14|AS16-116-18570|||EVA-3, station LM, Pan west of the LM|NASA
165:56:18|AS16-116-18571|||EVA-3, station LM, Pan west of the LM|NASA
165:56:22|AS16-116-18572|||EVA-3, station LM, Pan west of the LM|NASA
165:56:24|AS16-116-18573|||EVA-3, station LM, Pan west of the LM|NASA
165:56:27|AS16-116-18574|||EVA-3, station LM, Pan west of the LM|NASA
165:56:29|AS16-116-18575|||EVA-3, station LM, Pan west of the LM|NASA
165:56:31|AS16-116-18576|||EVA-3, station LM, Pan west of the LM|NASA
165:56:33|AS16-116-18577|||EVA-3, station LM, Pan west of the LM|NASA
165:56:34|AS16-116-18578|||EVA-3, station LM, Pan west of the LM|NASA
165:56:36|AS16-116-18579|||EVA-3, station LM, Pan west of the LM|NASA
165:56:38|AS16-116-18580|||EVA-3, station LM, Pan west of the LM|NASA
165:56:40|AS16-116-18581|||EVA-3, station LM, Pan west of the LM|NASA
165:56:42|AS16-116-18582|||EVA-3, station LM, Pan west of the LM|NASA
165:56:44|AS16-116-18583|||EVA-3, station LM, Pan west of the LM|NASA
165:56:46|AS16-116-18584|||EVA-3, station LM, Pan west of the LM|NASA
165:56:48|AS16-116-18585|||EVA-3, station LM, Pan west of the LM|NASA
165:56:50|AS16-116-18586|||EVA-3, station LM, Pan west of the LM|NASA
165:56:52|AS16-116-18587|||EVA-3, station LM, Pan west of the LM|NASA
165:56:54|AS16-116-18588|||EVA-3, station LM, Pan west of the LM|NASA
165:56:56|AS16-116-18589|||EVA-3, station LM, Pan west of the LM|NASA
165:56:58|AS16-116-18590|||EVA-3, station LM, Pan west of the LM|NASA
165:57:00|AS16-116-18591|||EVA-3, station LM, Pan west of the LM|NASA
166:49:19|AS16-116-18592|||EVA-3, station 11, Vertical Pan of North Ray|NASA
166:49:23|AS16-116-18593|||EVA-3, station 11, Vertical Pan of North Ray|NASA
166:49:27|AS16-116-18594|||EVA-3, station 11, Vertical Pan of North Ray|NASA
166:49:31|AS16-116-18595|||EVA-3, station 11, Vertical Pan of North Ray|NASA
166:49:34|AS16-116-18596|||EVA-3, station 11, Vertical Pan of North Ray|NASA
166:49:38|AS16-116-18597|||EVA-3, station 11, Vertical Pan of North Ray|NASA
166:49:42|AS16-116-18598|||EVA-3, station 11, Vertical Pan of North Ray|NASA
166:49:47|AS16-116-18599|||EVA-3, station 11, Pan of North Ray|NASA
166:49:51|AS16-116-18600|||EVA-3, station 11, Pan of North Ray|NASA
166:49:54|AS16-116-18601|||EVA-3, station 11, Pan of North Ray|NASA
166:49:59|AS16-116-18602|||EVA-3, station 11, Pan of North Ray|NASA
166:50:05|AS16-116-18603|||EVA-3, station 11, Pan of North Ray|NASA
166:50:09|AS16-116-18604|||EVA-3, station 11, Pan of North Ray|NASA
166:50:14|AS16-116-18605|||EVA-3, station 11, Pan of North Ray|NASA
166:50:19|AS16-116-18606|||EVA-3, station 11, Pan of North Ray|NASA
166:50:24|AS16-116-18607|||EVA-3, station 11, Pan of North Ray|NASA
166:50:28|AS16-116-18608|||EVA-3, station 11, Pan of North Ray|NASA
166:50:34|AS16-116-18609|||EVA-3, station 11, Pan of North Ray|NASA
166:50:39|AS16-116-18610|||EVA-3, station 11, Pan of North Ray|NASA
166:50:45|AS16-116-18611|||EVA-3, station 11, Pan of North Ray|NASA
166:50:52|AS16-116-18612|||EVA-3, station 11, Pan of North Ray|NASA
166:50:58|AS16-116-18613|||EVA-3, station 11, Pan of North Ray|NASA
166:51:04|AS16-116-18614|||EVA-3, station 11, Pan of North Ray|NASA
167:02:49|AS16-116-18615|||EVA-3, station 11, sample 383 rock|NASA
167:03:03|AS16-116-18616|||EVA-3, station 11, sample 383 rock|NASA
167:03:05|AS16-116-18617|||EVA-3, station 11, sample 383 rock|NASA
167:05:17|AS16-116-18618|||EVA-3, station 11, sample 383 rock|NASA
167:07:59|AS16-116-18619|||EVA-3, station 11, football size rock 7|NASA
167:08:03|AS16-116-18620|||EVA-3, station 11, football size rock 7|NASA
167:08:11|AS16-116-18621|||EVA-3, station 11, football size rock 7|NASA
167:08:14|AS16-116-18622|||EVA-3, station 11, football size rock 7|NASA
167:10:45|AS16-116-18623|||EVA-3, station 11, football size rock 7|NASA
167:11:58|AS16-116-18624|||EVA-3, station 11, sample 385 & 386 rocks|NASA
167:12:02|AS16-116-18625|||EVA-3, station 11, samples 385 & 386 rocks|NASA
167:13:04|AS16-116-18626|||EVA-3, station 11, samples 385 & 386 rocks|NASA
167:13:09|AS16-116-18627|||EVA-3, station 11, samples 385 & 386 rocks|NASA
167:16:06|AS16-116-18628|||EVA-3, station 11, samples 385 & 386 rocks|NASA
167:20:44|AS16-116-18629|||EVA-3, station 11, boulder|NASA
167:20:48|AS16-116-18630|||EVA-3, station 11, boulder|NASA
167:20:57|AS16-116-18631|||EVA-3, station 11, boulder|NASA
167:24:04|AS16-116-18632|||EVA-3, station 11, sample 417,  fillet|NASA
167:24:45|AS16-116-18633|||EVA-3, station 11, sample 417,  fillet|NASA
167:26:00|AS16-116-18634|||EVA-3, station 11, sample 387 rock|NASA
167:26:03|AS16-116-18635|||EVA-3, station 11, sample 387 rock|NASA
167:26:25|AS16-116-18636|||EVA-3, station 11, sample 387 rock|NASA
167:29:11|AS16-116-18637|||EVA-3, station 11, sample 420 rake|NASA
167:29:15|AS16-116-18638|||EVA-3, station 11, sample 420 rake|NASA
167:29:25|AS16-116-18639|||EVA-3, station 11, sample 420 rake|NASA
167:30:48|AS16-116-18640|||EVA-3, station 11, sample 420 rake|NASA
167:33:07|AS16-116-18641|||EVA-3, station 11, samples 421 rake & 422 soil|NASA
167:33:10|AS16-116-18642|||EVA-3, station 11, samples 421 rake & 422 soil|NASA
167:35:12|AS16-116-18643|||EVA-3, station 11, samples 421 rake & 422 soil|NASA
167:37:35|AS16-116-18644|||EVA-3, station 11, samples 423 fillet & 388 soil|NASA
167:37:38|AS16-116-18645|||EVA-3, station 11, samples 423 fillet & 388 soil|NASA
167:39:15|AS16-116-18646|||EVA-3, station 11, samples 423 fillet & 388 soil|NASA
167:45:27|AS16-116-18647|||EVA-3, station 11, sample 389 shatter cone|NASA
167:45:29|AS16-116-18648|||EVA-3, station 11, sample 389 shatter cone|NASA
167:45:31|AS16-116-18649|||EVA-3, station 11, sample 389 shatter cone|NASA
167:47:59|AS16-116-18650|||EVA-3, station 11, football-size rock 8|NASA
167:47:09|AS16-116-18651|||EVA-3, station 11, football-size rock 8|NASA
167:47:12|AS16-116-18652|||EVA-3, station 11, football-size rock 8|NASA
167:48:12|AS16-116-18653|||EVA-3, station 11, sample 425 white clast|NASA
167:58:10|AS16-116-18654|||EVA-3, station 11, sample padded bag 2|NASA
167:58:14|AS16-116-18655|||EVA-3, station 11, sample padded bag 2|NASA
167:58:23|AS16-116-18656|||EVA-3, station 11, sample padded bag 2|NASA
167:58:32|AS16-116-18657|||EVA-3, station 11, sample padded bag 2|NASA
168:01:42|AS16-116-18658|||EVA-3, station 11, sample football-size rock 8b|NASA
168:01:45|AS16-116-18659|||EVA-3, station 11, sample football-size rock 8b|NASA
168:01:54|AS16-116-18660|||EVA-3, station 11, sample football-size rock 8b|NASA
168:24:34|AS16-116-18661|||EVA-3, station 13, samples 345 rake & 346 soil|NASA
168:24:39|AS16-116-18662|||EVA-3, station 13, samples 345 rake & 346 soil|NASA
168:25:40|AS16-116-18663|||EVA-3, station 13, samples 345 rake & 346 soil|NASA
168:25:47|AS16-116-18664|||EVA-3, station 13, samples 345 rake & 346 soil|NASA
168:25:58|AS16-116-18665|||EVA-3, station 13, samples 345 rake & 346 soil|NASA
168:26:26|AS16-116-18666|||EVA-3, station 13, samples 345 rake & 346 soil|NASA
168:28:00|AS16-116-18667|||EVA-3, station 13, samples 345 rake & 346 soil|NASA
168:33:51|AS16-116-18668|||EVA-3, station 13, Magnetometer beyond the LRV|NASA
168:34:03|AS16-116-18669|||EVA-3, station 13, Magnetometer beyond the LRV|NASA
168:36:01|AS16-116-18670|||EVA-3, station 13, shadow rock|NASA
168:36:10|AS16-116-18671|||EVA-3, station 13, shadow rock|NASA
169:03:24|AS16-116-18672|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:03:35|AS16-116-18673|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:08:46|AS16-116-18674|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:12:02|AS16-116-18675|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:12:04|AS16-116-18676|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:12:06|AS16-116-18677|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:13:09|AS16-116-18678|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:13:35|AS16-116-18679|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:14:04|AS16-116-18680|||EVA-3, LRV traverse station 13 to station 10'|NASA
169:22:34|AS16-116-18681|||EVA-3, station 10', samples 347 rake & 348 soil|NASA
169:22:37|AS16-116-18682|||EVA-3, station 10', samples 347 rake & 348 soil|NASA
169:24:46|AS16-116-18683|||EVA-3, station 10', samples 347 rake & 348 soil|NASA
169:25:57|AS16-116-18684|||EVA-3, station 10', samples 347 rake & 348 soil|NASA
169:27:41|AS16-116-18685|||EVA-3, station 10', samples 349 rake & 350 soil|NASA
169:27:44|AS16-116-18686|||EVA-3, station 10', samples 349 rake & 350 soil|NASA
169:29:47|AS16-116-18687|||EVA-3, station 10', samples 349 rake & 350 soil|NASA
169:30:44|AS16-116-18688|||EVA-3, station 10', samples 349 rake & 350 soil|NASA
169:31:45|AS16-116-18689|||EVA-3, station 10', football-size rock 10|NASA
169:31:50|AS16-116-18690|||EVA-3, station 10', football-size rock 10|NASA
169:32:30|AS16-116-18691|||EVA-3, station 10', football-size rock 10|NASA
169:32:34|AS16-116-18692|||EVA-3, station 10', football-size rock 10|NASA
169:32:40|AS16-116-18693|||EVA-3, station 10', football-size rock 10|NASA
169:33:27|AS16-116-18694|||EVA-3, station 10', sample 430 glass ball|NASA
169:33:30|AS16-116-18695|||EVA-3, station 10', sample 430 glass ball|NASA
169:33:36|AS16-116-18696|||EVA-3, station 10', sample 430 glass ball|NASA
169:37:08|AS16-116-18697|||EVA-3, station 10', Double Core, Upper 27, lower 32|NASA
169:37:24|AS16-116-18698|||EVA-3, station 10', Double Core, Upper 27, lower 32|NASA
169:37:18|AS16-116-18699|||EVA-3, station 10', Double Core, Upper 27, lower 32|NASA
169:38:20|AS16-116-18700|||EVA-3, station 10', Double Core, Upper 27, lower 32|NASA
169:41:44|AS16-116-18701|||EVA-3, station 10', football-size rock 11|NASA
169:41:47|AS16-116-18702|||EVA-3, station 10', football-size rock 11|NASA
169:42:03|AS16-116-18703|||EVA-3, station 10', football-size rock 11|NASA
169:42:44|AS16-116-18704|||EVA-3, station 10', football-size rock 11|NASA
169:44:38|AS16-116-18705|||EVA-3, station 10', sample 13 rock|NASA
169:44:42|AS16-116-18706|||EVA-3, station 10', sample 13 rock|NASA
169:44:47|AS16-116-18707|||EVA-3, station 10', sample 13 rock|NASA
170:22:46|AS16-116-18708|||EVA-3, LM, Far UV camera|NASA
170:22:50|AS16-116-18709|||EVA-3, LM, LRV|NASA
170:36:27|AS16-116-18710|||EVA-3, LM, football-size rock 4|NASA
170:36:32|AS16-116-18711|||EVA-3, LM, football-size rock 4|NASA
170:37:15|AS16-116-18712|||EVA-3 East of LM, sample 331 rock|NASA
170:37:18|AS16-116-18713|||EVA-3 East of LM, sample 331 rock|NASA
170:41:40|AS16-116-18714|||EVA-3, East of LM, Magnetometer, LRV, LM|NASA
170:41:42|AS16-116-18715|||EVA-3, East of LM, Magnetometer, LRV, LM|NASA
170:41:45|AS16-116-18716|||EVA-3, East of LM, LRV, LM|NASA
170:41:49|AS16-116-18717|||EVA-3, East of LM, LRV, LM & LMP|NASA
170:41:52|AS16-116-18718|||EVA-3, East of LM, LRV, LM & LMP|NASA
170:41:55|AS16-116-18719|||EVA-3, East of LM, LRV, LM & LMP|NASA
170:46:13|AS16-116-18720|||EVA-3, East of LM, sample 331 on magnetometer|NASA
170:46:16|AS16-116-18721|||EVA-3, East of LM, sample 331 on magnetometer|NASA
170:47:12|AS16-116-18722|||EVA-3, East of LM, Magnetometer, LM|NASA
170:50:30|AS16-116-18723|||EVA-3, LM, LMP, flag|NASA
170:50:36|AS16-116-18724|||EVA-3, LM, LMP|NASA
NA|AS16-106-17237|||Blank|NASA
NA|AS16-106-17238|||Blank|NASA
166:57:50|AS16-106-17239|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
166:57:52|AS16-106-17240|||EVA-3, station 11, horizontal polarization pan, North Ray|NASA
